review_id,restaurant_id,rating,review_text,compound,vader_sentiment,textblob_polarity,textblob_subjectivity,dominant_topic
REV101825,REST1148,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101826,REST1110,4.1,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101827,REST1002,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101828,REST1038,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101829,REST1170,3.8,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101830,REST1016,3.3,Best Seafood in town! The Grilled Salmon was incredible.,0.0,Neutral,0.0,0.0,4
REV101831,REST1055,3.8,Best Japanese in town! The Sushi was incredible.,0.0,Neutral,0.0,0.0,2
REV101832,REST1078,4.3,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101833,REST1000,4.7,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101834,REST1072,3.6,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101835,REST1069,4.7,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101836,REST1020,3.8,Best French in town! The Coq au Vin was incredible.,0.0,Neutral,0.0,0.0,5
REV101837,REST1090,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101838,REST1025,4.1,Best American in town! The BBQ Ribs was incredible.,0.0,Neutral,0.0,0.0,1
REV101839,REST1044,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101840,REST1148,4.4,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101841,REST1106,4.4,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101842,REST1021,3.8,Best Indian in town! The Samosa was incredible.,0.0,Neutral,0.0,0.0,1
REV101843,REST1096,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101844,REST1113,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101845,REST1109,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101846,REST1007,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101847,REST1193,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101848,REST1131,4.5,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101849,REST1144,5.0,Best Indian in town! The Butter Chicken was incredible.,0.0,Neutral,0.0,0.0,2
REV101850,REST1103,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101851,REST1013,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101852,REST1027,4.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101853,REST1123,3.6,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101854,REST1172,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101855,REST1132,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101856,REST1172,1.9,Disappointing flavors and generous portions. Highly not recommended!,0.0,Neutral,0.0,0.0,2
REV101857,REST1184,4.5,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101858,REST1051,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101859,REST1154,4.5,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101860,REST1026,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101861,REST1100,4.5,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101862,REST1123,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101863,REST1156,3.6,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101864,REST1162,4.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101865,REST1061,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101866,REST1074,5.0,Best Vegetarian in town! The Buddha Bowl was incredible.,0.0,Neutral,0.0,0.0,3
REV101867,REST1094,4.0,Best American in town! The Mac and Cheese was incredible.,0.0,Neutral,0.0,0.0,5
REV101868,REST1027,4.5,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101869,REST1007,4.1,Best Mexican in town! The Quesadilla was incredible.,0.0,Neutral,0.0,0.0,4
REV101870,REST1099,4.5,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101871,REST1166,4.7,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101872,REST1035,4.3,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101873,REST1040,4.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101874,REST1134,3.8,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101875,REST1038,3.1,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101876,REST1071,5.0,Best Seafood in town! The Calamari was incredible.,0.0,Neutral,0.0,0.0,4
REV101877,REST1123,4.7,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101878,REST1046,3.8,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101879,REST1082,3.7,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101880,REST1103,4.2,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101881,REST1059,4.1,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101882,REST1121,3.4,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101883,REST1044,4.2,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101884,REST1156,5.0,Best French in town! The Croissant was incredible.,0.0,Neutral,0.0,0.0,4
REV101885,REST1113,3.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101886,REST1027,2.8,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101887,REST1146,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101888,REST1125,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101889,REST1189,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101890,REST1022,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101891,REST1024,4.4,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101892,REST1092,4.5,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101893,REST1174,3.4,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101894,REST1146,3.9,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101895,REST1143,4.6,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101896,REST1160,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101897,REST1032,3.7,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101898,REST1127,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101899,REST1084,3.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101900,REST1099,4.3,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101901,REST1019,3.7,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101902,REST1128,3.5,Best Chinese in town! The Hot Pot was incredible.,0.0,Neutral,0.0,0.0,3
REV101903,REST1139,4.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101904,REST1007,4.9,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101905,REST1051,4.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101906,REST1140,4.7,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101907,REST1018,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101908,REST1106,4.6,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101909,REST1033,3.2,Best American in town! The Burger was incredible.,0.0,Neutral,0.0,0.0,5
REV101910,REST1127,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101911,REST1110,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101912,REST1014,3.3,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101913,REST1097,4.6,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101914,REST1196,4.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101915,REST1109,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101916,REST1030,4.8,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101917,REST1087,4.5,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101918,REST1023,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101919,REST1191,4.3,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101920,REST1014,3.5,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101921,REST1046,4.9,Best Mexican in town! The Tacos was incredible.,0.0,Neutral,0.0,0.0,5
REV101922,REST1154,3.7,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101923,REST1101,4.7,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101924,REST1019,4.0,Best Italian in town! The Margherita Pizza was incredible.,0.0,Neutral,0.0,0.0,5
REV101925,REST1188,4.1,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101926,REST1077,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101927,REST1134,5.0,Best Japanese in town! The Tempura was incredible.,0.0,Neutral,0.0,0.0,5
REV101928,REST1128,3.8,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101929,REST1180,3.5,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101930,REST1052,4.6,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101931,REST1053,2.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101932,REST1009,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101933,REST1029,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101934,REST1071,4.7,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101935,REST1015,4.2,Best Mexican in town! The Quesadilla was incredible.,0.0,Neutral,0.0,0.0,4
REV101936,REST1097,4.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101937,REST1052,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101938,REST1136,2.1,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101939,REST1195,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101940,REST1067,4.8,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101941,REST1185,3.3,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101942,REST1027,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101943,REST1073,4.6,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101944,REST1184,4.9,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101945,REST1119,4.4,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101946,REST1174,4.1,Best French in town! The Croissant was incredible.,0.0,Neutral,0.0,0.0,4
REV101947,REST1075,4.3,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101948,REST1070,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101949,REST1167,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101950,REST1145,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101951,REST1118,4.3,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101952,REST1009,3.6,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101953,REST1055,4.8,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101954,REST1070,3.7,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101955,REST1046,5.0,Best Mexican in town! The Burrito was incredible.,0.0,Neutral,0.0,0.0,2
REV101956,REST1032,4.3,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101957,REST1167,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101958,REST1009,4.9,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101959,REST1010,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101960,REST1066,3.5,Best Thai in town! The Pad Thai was incredible.,0.0,Neutral,0.0,0.0,1
REV101961,REST1138,3.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101962,REST1019,4.2,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101963,REST1019,3.2,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101964,REST1095,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101965,REST1072,4.4,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101966,REST1092,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101967,REST1120,4.5,Best French in town! The Croissant was incredible.,0.0,Neutral,0.0,0.0,4
REV101968,REST1011,5.0,Best Vegetarian in town! The Veggie Burger was incredible.,0.0,Neutral,0.0,0.0,4
REV101969,REST1027,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV101970,REST1183,3.2,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101971,REST1149,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101972,REST1020,4.5,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101973,REST1147,4.5,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV101974,REST1135,4.3,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV101975,REST1133,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101976,REST1147,3.8,Best Chinese in town! The Dim Sum was incredible.,0.0,Neutral,0.0,0.0,1
REV101977,REST1196,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101978,REST1191,4.4,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101979,REST1092,4.8,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101980,REST1019,3.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101981,REST1114,2.6,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101982,REST1137,4.6,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV101983,REST1170,3.7,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101984,REST1080,4.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101985,REST1129,4.1,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101986,REST1046,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101987,REST1107,3.5,Best Thai in town! The Spring Rolls was incredible.,0.0,Neutral,0.0,0.0,2
REV101988,REST1008,4.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101989,REST1018,4.8,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101990,REST1032,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101991,REST1030,4.4,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101992,REST1157,3.4,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101993,REST1114,3.8,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV101994,REST1193,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101995,REST1130,4.6,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV101996,REST1151,4.1,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV101997,REST1112,4.1,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV101998,REST1076,4.1,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV101999,REST1132,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102000,REST1098,3.8,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102001,REST1188,3.4,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102002,REST1147,3.8,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV102003,REST1072,4.7,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102004,REST1124,3.3,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102005,REST1066,4.4,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV102006,REST1071,4.3,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102007,REST1130,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102008,REST1138,3.3,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102009,REST1006,4.4,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102010,REST1109,4.4,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102011,REST1028,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102012,REST1067,4.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102013,REST1029,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102014,REST1083,3.7,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102015,REST1161,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102016,REST1080,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102017,REST1133,4.7,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102018,REST1160,4.7,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102019,REST1150,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102020,REST1067,4.3,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102021,REST1187,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102022,REST1162,4.5,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102023,REST1017,3.4,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102024,REST1009,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102025,REST1161,4.1,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV102026,REST1123,4.7,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102027,REST1074,4.8,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102028,REST1153,4.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102029,REST1056,3.4,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102030,REST1083,4.1,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102031,REST1118,3.6,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102032,REST1101,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102033,REST1105,3.8,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102034,REST1129,3.2,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102035,REST1197,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102036,REST1105,3.7,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102037,REST1066,3.3,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102038,REST1086,3.9,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102039,REST1056,4.1,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV102040,REST1199,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102041,REST1138,2.9,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102042,REST1199,4.5,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102043,REST1167,3.5,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102044,REST1050,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102045,REST1074,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102046,REST1055,4.7,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102047,REST1005,4.5,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102048,REST1124,4.6,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102049,REST1006,4.3,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102050,REST1191,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102051,REST1033,3.7,Best American in town! The Burger was incredible.,0.0,Neutral,0.0,0.0,5
REV102052,REST1129,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102053,REST1154,3.7,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102054,REST1049,3.4,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV102055,REST1131,4.3,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV102056,REST1051,3.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102057,REST1120,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102058,REST1056,4.5,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102059,REST1179,4.4,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102060,REST1127,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102061,REST1027,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102062,REST1101,4.1,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102063,REST1144,4.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102064,REST1161,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102065,REST1053,4.3,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102066,REST1103,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV102067,REST1194,3.9,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102068,REST1105,4.5,Best BBQ in town! The Ribs was incredible.,0.0,Neutral,0.0,0.0,4
REV102069,REST1082,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV102070,REST1176,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102071,REST1080,4.9,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102072,REST1123,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102073,REST1179,3.4,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102074,REST1041,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102075,REST1112,4.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102076,REST1043,4.8,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102077,REST1107,4.2,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV102078,REST1111,5.0,Best American in town! The BBQ Ribs was incredible.,0.0,Neutral,0.0,0.0,1
REV102079,REST1157,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102080,REST1133,3.9,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102081,REST1064,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV102082,REST1191,3.1,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102083,REST1002,3.6,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV102084,REST1120,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102085,REST1048,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102086,REST1084,4.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV102087,REST1152,3.9,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV102088,REST1143,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV102089,REST1049,3.8,Best Italian in town! The Tiramisu was incredible.,0.0,Neutral,0.0,0.0,3
REV102090,REST1186,3.2,Best Thai in town! The Tom Yum was incredible.,0.0,Neutral,0.0,0.0,2
REV102091,REST1065,4.5,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV102092,REST1039,3.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
